original,paraphrase,sim,jaccard,edit_dist
"For years, I've heard how good this place it.",For years I have heard how good this place is.,0.92296302318573,0.4615384615384615,5.0
Homemade fresh Pasta!!!!,What is the best way to make homemade pasta?,0.8224310874938965,0.0909090909090909,36.0
I would say everything was okay.,"Everything is okay, I would say.",0.8442566394805908,0.3333333333333333,27.0
decent donuts but horrible coffee....,"decent donuts, but horrible coffee...",0.9968687891960144,0.4285714285714285,2.0
I did you a favor.,I've done you a favor.,0.866377592086792,0.4285714285714285,6.0
"Oh, how I LOVE the donuts here!",Why do I love donuts?,0.7618198394775391,0.2,17.0
"What a great little neighborhood donut shop!\n\nFree Wi-Fi, great cappuccinos, and DONUTS!",What is a good little neighborhood donut shop?,0.8008382320404053,0.3571428571428571,54.0
I've been to this location 2 times.,I have been to this place 2 times.,0.918155312538147,0.5,10.0
I liked Rainbow Donuts.,I like rainbow donuts. Why?,0.8412503004074097,0.5,8.0
Great donuts!,What are some great donuts?,0.7541157007217407,0.1666666666666666,16.0
If I could give a negative rating I would.,"If you could give a negative rating to anything, what would it be?",0.778573215007782,0.4,27.0
This review is for the E.R.,This review is for E. R.,0.9851532578468324,0.5,5.0
"Some of the rudest, uncaring most unprofessional people i have ever seen in my life.",Some of the rudest people I have ever seen?,0.7759987115859985,0.4117647058823529,43.0
Great Staff!\nGood Care.\nDirty facility and slow attention.,\nDirty facility and slow attention. Good staff!,0.8662682771682739,0.4,36.0
The people in there were just great to us.,"The people in there were just great, he said.",0.8182711601257324,0.5,7.0
So much for the Starbuck's coffee at Veranda.,Why is Starbuck's coffee so popular in Veranda?,0.81531822681427,0.2307692307692307,26.0
It's convenient.,"It is convenient, he said.",0.7603570222854614,0.0,11.0
Yelp totally led me wrong here!,Yelp got it completely wrong here!,0.8898400664329529,0.3333333333333333,13.0
"This is not a gourmet spot, so don't expect roasted butternut squash from the local farmers market atop your pizza with a side salad of seasonal greens.\n\nIf you live in the neighborhood, then you're lucky to have a place like Pats' down the road.\n\nThe cheese & pepperoni pizzas are solidly delicious and sinfully unhealthy as most pizzas should be.","This is not a gourmet spot, so don't expect roasted butternut squash from the local farmers market atop your pizza with a side salad of seasonal greens.",0.8974803686141968,0.4545454545454545,200.0
Quality control seems to have disappeared here.,"Here, quality control appears to have disappeared.",0.9703931212425232,0.4,17.0
"As promised, I tried the thin crust pizza.","As promised, I tried a thin-crust pizza.",0.9870706796646118,0.5,4.0
Good little local pizza place.,What are some good local pizza places?,0.8540854454040527,0.3333333333333333,18.0
Great NY style pizza and wings!,What are some great NY style pizza and wings recipes?,0.8205918073654175,0.4545454545454545,24.0
"Meh.pizza was super greasy,cheese was gummy,crust was bland.","Pizza was super greasy, cheese was gummy, crust was bland.",0.9748127460479736,0.2727272727272727,7.0
Good pizza and wings and very nice people.,What are some good pizza and wings recipes with nice people?,0.7532861232757568,0.3846153846153846,27.0
10/15/2013: Not going back.,10/15/2013: Not going back anymore.,0.9666951894760132,0.5,8.0
"Blue Saguaro has been doing the same menu of breakfast sandwiches (seriously delicious - toasted sourdough drenched in salty butter, egg over medium, crispy bacon and melty American but not Kraft cheese) and lunch sandwiches & salads for over 10 years.","For over 10 years, Blue Saguaro has been serving the same breakfast sandwiches (seriously delicious sourdough drenched in salty butter, egg over medium, crispy bacon and melty American but not Kraft cheese) and lunch sandwiches & salads.",0.9830609560012816,0.7560975609756098,59.0
It appears that this place has permanently closed.,It appears that the place has closed permanently.,0.9692280292510986,0.4545454545454545,16.0
The only reason I go to Bashas is for the convenience.,Why do we go to Bashas?,0.8708821535110474,0.1428571428571428,37.0
Bad company.,What is a bad company?,0.7525372505187988,0.1666666666666666,12.0
THIS is the place to go for honest automotive work.,Where is the best place to do honest automotive work?,0.8469115495681763,0.4285714285714285,16.0
First off lets get the Mexican food subject tackled.,"First off, let's tackle the Mexican food subject.",0.9475855827331544,0.3076923076923077,16.0
"Food was good, service was terrible.",The food was good but the service was terrible.,0.9556882977485656,0.5,13.0
A family tradition the past 6 years.,A family tradition that dates back 6 years.,0.9457128047943116,0.5,10.0
"This is strictly a \""produce as much as possible\"" for the masses.",For the masses this is strictly a `` produce as much as possible ''.,0.8409437537193298,0.5,35.0
I wasn't sure about going here.,I wasn't sure I wanted to go here.,0.8522131443023682,0.4444444444444444,11.0
Wife and I went there for the first time.,I went there for the first time with my wife.,0.9639217853546144,0.4615384615384615,22.0
Went there with friends.,With friends we went there.,0.905241072177887,0.2857142857142857,20.0
I love this place!!,I love this place so much.,0.814113974571228,0.4285714285714285,9.0
Not sure what's happened to this place but it has gone down hill.,What has happened to this place?,0.7672258019447327,0.2666666666666666,38.0
Best pizza in town!,What is the best pizza in town?,0.8985593318939209,0.375,14.0
I can't get enough of this pizza.,Can you get enough of this pizza?,0.8328494429588318,0.4,8.0
Lately I find my tastes changing.,Recently I find my taste changing.,0.8941525220870972,0.5,6.0
Ben here a few times for lunch.,Ben came here for lunch a few times.,0.93930321931839,0.5,23.0
I lovey lovey lovey this place.,I love this place lovey lovey.,0.9455004334449768,0.4285714285714285,18.0
Spinato's originated from Chicago.,Spinato is originally from Chicago.,0.923047661781311,0.2857142857142857,5.0
Calzones are the best.,What are the best calzones?,0.9325374364852904,0.2857142857142857,18.0
Some of the best pizza I have ever eaten.,What is the best pizza you have ever eaten?,0.9049282670021056,0.3846153846153846,10.0
So i went here after church with some friends.,After church I went with some friends to this place.,0.9242687821388244,0.4615384615384615,37.0
Had Spinato's for take out last night.,Had Spinato's last night for takeout.,0.950778603553772,0.4444444444444444,19.0
Best Pizza in Phoenix...Period!!,What is the best pizza in Phoenix?,0.9087812304496764,0.375,25.0
Good Chicago thin crust pizza!,What are some good Chicago thin crust pizza recipes?,0.8416809439659119,0.4,24.0
This is the best pizza in Phoenix.,What's the best pizza in Phoenix?,0.9072948098182678,0.4444444444444444,6.0
Overall we had an ok experience.,"Overall, we had a good experience.",0.9220033884048462,0.3333333333333333,5.0
I ordered the Margherita pizza.,How do I order Margherita pizza?,0.8267055153846741,0.2222222222222222,13.0
They get 5-stars because they have gluten-free pizza!!,They get 5 stars because they have gluten-free pizza?,0.9530751705169678,0.5,3.0
One of my all time favorite restaurants but today's delivery girl was a little ray of sunshine!,Today's delivery girl was a ray of sunshine!,0.822823166847229,0.5,52.0
I ordered online for take out.,I ordered online orders for takeout.,0.8743160963058472,0.5,8.0
place is too good,The place is too good.,0.902135968208313,0.5,5.0
Notice the cool eyeglasses that I'm sporting these days?,What are some cool eyeglasses I'm sporting these days?,0.8353304862976074,0.5,14.0
Is Athleticuts still there?,Is Athleticuts still around today?,0.9240454435348512,0.5,11.0
"Maybe it's just me, but I'm completely out of sync with this location.",I feel like I'm completely out of sync with this location. Is it just me?,0.88821941614151,0.4736842105263157,35.0
Everyone here goes above and beyond!,Everyone goes above and beyond here!,0.9829837083816528,0.5,10.0
"This is the single worst restaurant I've ever been to, anywhere.",What is the worst restaurant you have ever eaten at?,0.8578618168830872,0.3125,30.0
"Bocce Ball's, that was a some spicy Tortillion!\nWhat do you think about when you think about Bocce?","Bocce Ball's, that was a spicy tortillion!",0.8702840209007263,0.4,59.0
Did someone actually refer to the salsa as Ketchup?!,Why is salsa called ketchup?,0.9136185646057128,0.0769230769230769,37.0
Aunt Chilada.. You bad se\u00f1orita..,Aunt Chilada.. You bad se\u00f1orita,0.9969335794448853,0.6666666666666666,2.0
Hands down the BEST chips and salsa in Arizona.,What are the best chips and salsa in Arizona?,0.9612727165222168,0.5,14.0
Met friends for happy hour and dinner.,Friends met for dinner and a happy hour.,0.9032496213912964,0.5,28.0
Great Chips and Salsa (especially the flour chips).,Great chips and salsa (especially flour chips).,0.9935775995254515,0.875,6.0
"I give this place one star, begrudgingly.","I give this place a one star rating, reluctantly.",0.8143980503082275,0.4545454545454545,16.0
"This was a fun place, which had been recommended by a few people I know.",This was a fun place that had been recommended to me by a few people.,0.9451976418495178,0.4736842105263157,18.0
Nice and accommodating wait staff.,What are some nice and accommodating wait staff?,0.8672143220901489,0.4444444444444444,16.0
Atmosphere is fun; food no different than Mexican restaurants elsewhere (even Boston - Borders Cafe has better food).,"Atmosphere is fun, food no different than Mexican restaurants elsewhere (even Boston Borders Cafe has better food).",0.9961220026016236,0.8421052631578947,3.0
Flour chips r delicious!!,Flour chips are really delicious!,0.9444583654403688,0.2857142857142857,10.0
Birthday party.,What are some ideas for a birthday party?,0.7944815158843994,0.1111111111111111,28.0
Ate dinner here a week ago.,"A week ago, we had dinner here.",0.8594385385513306,0.3,23.0
Great local place.,Great local place to visit.,0.9081578850746156,0.3333333333333333,9.0
We went there this past weekend.,"We went there last weekend, he said.",0.8094699382781982,0.3,15.0
The Food: Average Mexican Fare.,What is average Mexican fare like?,0.8334096074104309,0.2222222222222222,16.0
Stopped in for lunch with my two sons.,My two sons stopped in for lunch.,0.9245249032974244,0.5,30.0
This place is horrible unless all you want to do is drink alcohol.\nNothing but poor service and poorly cooked food.,"This place is horrible, unless all you want to do is drink alcohol.",0.8193557858467102,0.4761904761904761,51.0
This place....Oh My.....\nWell if you're a vegetarian...RUN.,This place...Oh My...\nWell if you're a vegetarian...RUN.,0.997552752494812,0.5555555555555556,3.0
"Terrible experience, don't sit on the patio.",Don't sit on the patio.Terrible experience.,0.9809165000915528,0.4444444444444444,39.0
"The atmosphere is decent, but the food is absolutely terrible.",The atmosphere is decent but the food is awful.,0.9849839210510254,0.5,17.0
"3.5\n\nWe went here for dinner with a good friend from out of town.\n\n* I liked the spicy cheese bean dip, it is kind of unique and very tasty.\n* I like the variety of chips (corn and flour)\n* I like the bottles of water and the tiny glasses.\n* I like that they add black olives to their salsa\n\nHubby and I shared the special alambre tacos, our friend ordered the same.\nThey were tasty but not great.","3.5\n\nWe went here for dinner with a good friend from out of town.Hubby and I shared the special alambre tacos, our friend ordered the same.",0.8125230073928833,0.3620689655172414,266.0
Nice place in the middle of a residential area making it a quaint local spot.\nReally enjoyed the Pacifico on tap ($4.25/glass) and the Nachos gustivo pequeno ($9.00 for small).\nA bit pricey but still a fun place.,\nReally enjoyed the Pacifico on tap ($4.25/glass) and the Nachos gustivo pequeno ($9.00 for small). A bit pricey but still a fun place.,0.910025715827942,0.5588235294117647,79.0
So dissatisfied we went to Denny's afterwards.,"Afterwards, so dissatisfied, we went to Denny's.",0.9786608219146729,0.4,25.0
Pathetic translation for a restaurant.,Pathetic translation of a restaurant menu.,0.8987132906913757,0.375,7.0
"Very good Mexican food in Phoenix, the salsa has black olives in it!\nThe margaritas are very good\nNice ambiance and a friendly wait staff","Very good Mexican food in Phoenix, the salsa has black olives in it!",0.8977668285369873,0.5,71.0
Good service and God awful food!!!,Good service and bad food!,0.8807768821716309,0.375,10.0
The food here was very good.,The food was very good here.,0.9713491201400756,0.5,10.0
I was here a good 10 years ago.,I was here for about 10 years.,0.8249245285987854,0.3636363636363636,11.0
Attitude from the hostess\nOlives in the salsa\nDrinks not refilled!\nFood took 30 minutes to come out on a slow night.\nServer neglected us the entire time\nWe asked for the manager.. after waiting 10 minutes we decided to just pay and leave\nAnother 10 minutes for our check to come back.,Attitude from the hostess\nOlives in the salsa\nDrinks not refilled!\nFood took 30 minutes to come out on a slow night.,0.8721015453338623,0.4473684210526316,171.0
HAPPY HOUR SERVICES SUCKS!,HAPPY HOUR services really suck?,0.8925576210021973,0.5,20.0
The food is awesome.,The food is really good.,0.8822921514511108,0.5,9.0
There are many Mexican restaurants you could go to in Phoenix.,What are the best Mexican restaurants in Phoenix?,0.8995407819747925,0.2666666666666666,28.0
"Food was tasty, service friendly but imprecise.","The food was delicious, service friendly, but imprecise.",0.964142382144928,0.5,15.0
This place is great!,This is a great place!,0.9252924919128418,0.2857142857142857,13.0
There were 3 cars in the parking lot and people walking to the door but the young lady closed the doors at 9:51pm\n\nThe young lady spoke through the glass for atleast 4 minutes explaining she would not open the doors\n\nI live behind this location but I may not return.,There were 3 cars in the parking lot and people walking to the door but the young lady closed the doors at 9:51pm.,0.8088885545730591,0.4634146341463415,156.0
Incredibly disappointing!,Incredibly disappointing! What do you think?,0.8048148155212402,0.3333333333333333,19.0
Tyler Custom Designs was amazing!,Tyler's custom designs were amazing!,0.9743657112121582,0.4285714285714285,7.0
Virginia has been our vet for 6 years.,For six years Virginia has been our vet.,0.983927607536316,0.4545454545454545,26.0
What a wonderful place!,What is a wonderful place?,0.7609136700630188,0.5,4.0
THIS LOCATION IS NOW CLOSED.,"This location is now closed, he said.",0.8035498857498169,0.5,31.0
I wish I could do negative stars.,I wish I could have negative stars all the time.,0.9502300024032592,0.3636363636363636,17.0
Worst Bank of America!,What is the worst bank of America?,0.8789915442466736,0.375,14.0
I popped into Grinders yesterday afternoon (a bit after lunch time) for a pick-me-up.,I popped into Grinders yesterday afternoon (a bit after lunch time) for a pick-me up.,0.9969788789749146,0.8125,1.0
Some of the best coffee I've ever had -- and I lived in Portland.,What is the best coffee you've ever had in Portland?,0.925041437149048,0.3333333333333333,25.0
Cute little coffee shop.,Cute and cute coffee shop?,0.8871814012527466,0.3333333333333333,8.0
"Man, I'm loving this place.","Man, I love this place.",0.9196370244026184,0.4285714285714285,5.0
I really liked this place.,"I like this place, really liked it.",0.9057345986366272,0.5,25.0
I only pay for things that I like a lot.,I only pay for things I like.,0.9623764753341676,0.5,11.0
The best fricken caramel macchiato!,What is the best fricken caramel macchiato?,0.8864248991012573,0.5,10.0
Coffee is ok.,Coffee is good or not?,0.8034167289733887,0.3333333333333333,11.0
a nice change of scenery.,What is a nice change of scenery?,0.8798117637634277,0.5,9.0
"They usually do a pretty good job on my nails but they don't like it when I bring my kids in.\nEvery time I bring my 8 year old daughter in there to get a pedicure with me, they put us about 3-4 chairs a part!!",They usually do a pretty good job on my nails but they don't like it when I bring my kids in.,0.8714292049407959,0.4736842105263157,117.0
Had lunch at the Glendale location today.,Today we had lunch at the Glendale location.,0.9608188271522522,0.5,16.0
I was just here with my wife yesterday.,I was here yesterday with my wife.,0.9451552629470824,0.5,21.0
Mexican produce at this store is top notch!,Mexican produce is top quality!,0.8517456650733948,0.4444444444444444,19.0
Pretty nice dive bar actually!,What is a pretty nice dive bar?,0.8412439227104187,0.3333333333333333,21.0
A bar experience I'd expect.,I expect a bar experience like this.,0.9351457357406616,0.3333333333333333,19.0
I just wanna say .,I just want to say.,0.922020435333252,0.25,5.0
"I brought my 80 pound crazy Austrailian Cattle Dog here for a checkup, shots and some dental cleaning.","I brought my 80-pound Australian Shepherd/Border Collie mix here for a checkup, shots and some teeth cleaning.",0.8861549496650696,0.4583333333333333,34.0
Never go to a place like his for shots.,How do I avoid going to a place like his for shots?,0.7983137965202332,0.4,17.0
Dad's Catering was great to work with for our wedding.,"For our wedding, Dad's Catering was great.",0.9638630747795104,0.4166666666666667,41.0
Terrible experience with Dr Lersch and referral specialist.,Dr Lersch had a terrible experience with referrals.,0.9013408422470092,0.4545454545454545,41.0
I don't write low reviews lightly.,I do not write low reviews.,0.9404006004333496,0.3333333333333333,10.0
I wish I could give it no stars.,I wish I could give no stars to this movie.,0.8097832202911377,0.4545454545454545,17.0
Better to venture off property than have dinner here.,Should I venture off property rather than have dinner here?,0.8956231474876404,0.4615384615384615,16.0
"Nice bar area\nDark wood, cigars avail\nEh, on the beers.","On the beers, nice bar area\nDark wood, cigar avail\nEh.",0.9758005738258362,0.5,30.0
"The not as fancy but still tasty younger sibling on the resort, you'll find quality food at reasonable prices to enjoy.\n\nI was able to partake in their breakfast buffet bar for two morning, and definitely enjoyed not only the wide variety of food, but also the decent quality of everything served.","The not as fancy but still tasty younger sibling on the resort, you'll find quality food at reasonable prices to enjoy.",0.8967723250389099,0.4318181818181818,180.0
Rick is the best bartender in AZ!,Who are the best bartenders in AZ?,0.7502870559692383,0.2727272727272727,9.0
What a fantastic experience!,What was a fantastic experience?,0.7649693489074707,0.5,5.0
A tad on the high end but what a view!!!!,"A bit on the high end, but what a view!",0.8945136070251465,0.5,7.0
I had never heard of this place.,I had never heard about this place before.,0.9405559301376344,0.5,11.0
We had dinner here last night.,We had dinner last night here.,0.996043622493744,0.5,10.0
We were in the lounge on Friday.,"We were in the lounge yesterday, he said.",0.7846552133560181,0.5,15.0
Made an Open Table reservation that apparently didn't make it in.,"Made an Open Table reservation, which apparently didn't make it.",0.9752528667449952,0.5,8.0
DPOV is the best restaurant I have ever been to.,DPOV is the best restaurant you've ever eaten at?,0.9322416186332704,0.4615384615384615,10.0
"My husband and I committed to trying a rare, expensive restaurant on each anniversary.","My husband and I have decided to try a rare, expensive restaurant on our anniversary every year.",0.8925950527191162,0.4761904761904761,28.0
"Great view, but disappointing food and service.",Great view but disappointing service and food.,0.9895177483558656,0.4,15.0
Came here to treat the misses.\nLobster bisque was delicious.,Lobster bisque was delicious.Came here to treat the misses.,0.8210159540176392,0.5,47.0
"DPoV is a great place for celebratory dinners and such and it isn't cheap but in my opinion it is very much worth every penny\nThe view is breathtaking and I love the floor to ceiling windows\n\nThe host/servers are very professional, friendly, and not over bearing\n\nThe crowd is very diverse but mostly older (30+)\nWhen dining here I was the youngest one and everyone was having wine, whereas I was having a cocktail....",DPoV is a great place for celebrations and such and it isn't cheap but in my opinion it is very much worth every penny.,0.7631510496139526,0.3454545454545454,306.0
Who knew Arizona had views?,How do you know if Arizona has views?,0.8283402919769287,0.1818181818181818,14.0
What a pleasure to dine in this establishment.,What is it like to dine in this establishment?,0.8078320622444153,0.4166666666666667,10.0
The best view in the valley!,What is the best view of the valley?,0.8897271752357483,0.3333333333333333,12.0
"Great location, great view and good food.","Great location, good food and great view.",0.9930793046951294,0.5,16.0
Good view with bad breath waiter!,What is the best view of a bad breath waiter?,0.8566088080406189,0.2307692307692307,21.0
Had a great time.,Had a great time this weekend.,0.7630525827407837,0.4285714285714285,13.0
We are vacationing here from Miami.,"We are vacationing from Miami, USA.",0.9682061672210692,0.5,10.0
Hotel restaurant....,What is a hotel restaurant?,0.7637624740600586,0.1666666666666666,15.0
What a great restaurant!,What is a great restaurant?,0.7807670831680298,0.5,4.0
A decent mountain-style course.,A decent mountain-style course for beginners.,0.9054040908813475,0.4285714285714285,14.0
This isn't the worse place I've been.,This isn't the worst place I have ever been.,0.8854174017906189,0.4545454545454545,9.0
"Oh, how I miss you Wendy's Nails (especially Anne, she's THE BEST!)","Oh, how I miss Wendy's Nails (especially Anne, she's the best!)",0.9750125408172609,0.9166666666666666,11.0
"This was my \""secret nail spot\"" for 2 years....",This was my secret nail spot for 2 years...,0.8940030932426453,0.5,5.0
The best at removing ingrown nails.,What is the best way to remove ingrown nails?,0.929374098777771,0.25,17.0
Will never use Wendy's Nails.,Will you ever use Wendy's Nails?,0.7751859426498413,0.375,5.0
I honestly wish I could give 0 stars!,I wish I could give 0 stars to anything!,0.9419138431549072,0.5,21.0
I really wanted to like this salon.,I really liked this salon.,0.931699514389038,0.5,11.0
I am devoted to Hiedi Hand (a.k.a.,I am in love with Hiedi Hand (a.k.a.,0.8393324017524719,0.5,9.0
Consider this a real salon.,Is this a real salon?,0.8119500279426575,0.4285714285714285,8.0
Ann Gentle is excellent!,Ann Gentle is an excellent actress!,0.7816901803016663,0.4285714285714285,11.0
Hiedi is my stylist of choice at Salon Surreal.,My stylist at Salon Surreal is Hiedi.,0.9482927322387696,0.4545454545454545,29.0
My nephew recently passed away.,My nephew passed away recently.,0.9848425984382628,0.4285714285714285,18.0
This was the place to be!,This is the place to be.,0.828721284866333,0.5,3.0
"This is the worst, most unorganized pharmacy I have ever felt with.",This is the worst pharmacy experience I have ever had.,0.8785736560821533,0.4666666666666667,30.0
Amazing Dentist... Amazing Practice... Period\n\n\nI had neglected my teeth for far too long...,I had neglected my teeth for far too long...Amazing dentist... Amazing practice... period,0.8916747570037842,0.6666666666666666,82.0
I see a theme here.,Here I see a theme.,0.9459373950958252,0.4285714285714285,10.0
Poor customer service.,What is the reason for poor customer service?,0.819415807723999,0.2222222222222222,25.0
El Rinconcito defines lowbrow dining.,Lowbrow dining defines El Rinconcito.,0.9438907504081726,0.4285714285714285,26.0
"One of the best Arizona Sonoran style Mexican food joints in Arizona, or anywhere in the USA!\n\nGreat thin hot chips with typical, but good Arizona style salsas...\n \nMy favorite meal on their menu is the #5, Green Chile Chicken tamale, Sour Cream Enchilada, Rice & Beans...\n\nThe tamale has lots of meat in it, not like most tamales that are 85% Masa and little meat.","One of the best Arizona Sonoran style Mexican food joints in Arizona, or anywhere in the USA! Great thin hot chips with typical, but good Arizona style salsas...\n",0.8568310737609863,0.3728813559322034,209.0
I use Yelp a lot to find places to eat.,How do I use Yelp to find places to eat?,0.9133808612823486,0.5,14.0
I don't know folks.,"I don't know folks, I said.",0.8038598895072937,0.5,8.0
This place is great.,This is a great place.,0.9237465858459472,0.2857142857142857,13.0
Great little hole-in-the-wall/local Mexican restaurant.\n\nGood selection of adult beverages (beers only; wish I could've had a margarita).\n\nTons of food on every plate.\n\nEXCELLENT salsa.,"Great little hole-in-the-wall/local Mexican restaurant. Good selection of adult beverages (beers only, wish I could've had a margarita).",0.8764016628265381,0.5384615384615384,57.0
Been a regular here my whole life.,My whole life I have been a regular here.,0.9581981897354126,0.4545454545454545,31.0
Great Authenic Mexican food.,What is the best Mexican food recipe?,0.7585433721542358,0.1,19.0
The green corn tamale with green sauce was awesome!,What is the best green corn tamale with green sauce?,0.7956392765045166,0.4166666666666667,27.0
"Super-divey,  locals kind of place.","Super-divey, local type of place.",0.9379863142967224,0.4285714285714285,6.0
i'm going halfway here.,I am going halfway here.,0.980743169784546,0.5,3.0
We had a great experience here.,Here we had a great experience.,0.95689058303833,0.5,11.0
Great little head shop.,Great little shop for head shopping.,0.9231828451156616,0.4285714285714285,13.0
It's a great community.,It's a great community to live in.,0.8524757623672485,0.375,11.0
Why can't the attendant understand a simple direct question?\n\nCan someone please tell me just where the Hell I'm supposed to put my freakin' drink?\n\nand worst of all ... my balls don't fit in this place.\n\n*one extra star for the bartender offering me her personal lighter \n*minus the extra star for not having any matches,Why can't the attendant understand a simple direct question? Can someone please tell me just where the Hell I'm supposed to put my freakin' drink?,0.8424555063247681,0.4285714285714285,183.0
Love this place!,Love this place so much!,0.9181084036827089,0.3333333333333333,8.0
I ordered a pizza and salad for delivery from GrubHub.,I ordered pizza and salad on GrubHub for delivery.,0.9907109141349792,0.4615384615384615,22.0
"Honest, trustworthy, fair pricing, flexible.","Honest, trustworthy, fair, flexible pricing.",0.9925332069396972,0.25,15.0
Mendelson Dermatology is a great company.,Mendelson Dermatology is a good company?,0.943808913230896,0.5,5.0
Pricey repairs for air conditioning.,Pricey repairs of air conditioning systems.,0.9618746042251588,0.375,10.0
I like this place !,I really like this place.,0.8497626781463623,0.4285714285714285,9.0
Not a good experience.,Not a good experience at all.,0.928541898727417,0.4285714285714285,7.0
Great little spot to grab an authentic Italian sandwich!,Where is the best place to get an authentic Italian sandwich?,0.7873671054840088,0.25,20.0
Whitfill lacks customer service!,Does Whitfill lack customer service?,0.9106755256652832,0.2857142857142857,7.0
This is the worst service ever.,This is the worst service you have ever had.,0.9347036480903624,0.5,13.0
"My dog ended up here after being hit by a car (I was on vacation and someone was watching my dog for me) , because it was the closest option.\nLong story short , I felt ripped off.\n\nThe review by Mike W. is very familiar to me.",My dog ended up here after being hit by a car (I was on vacation and someone was watching my dog for me) because it was the closest option. I felt ripped off.,0.8489822149276733,0.6428571428571429,71.0
This place is horrible!!!,This place is so horrible!,0.9053090810775756,0.5,5.0
I so wish I would have read Yelp before taking my dog here.,Should I have read Yelp before bringing my dog here?,0.900479793548584,0.4666666666666667,20.0
Yeah for Dive Bars!,Do you like dive bars?,0.7516417503356934,0.125,13.0
-Limited selection of stuff.,- Limited selection of things.,0.9283578395843506,0.2857142857142857,7.0
Staff are confused about everything!,Staff are confused all the time!,0.9341301918029784,0.375,11.0
I thought Gallagher's was a sports bar?,Is Gallagher's a sports bar?,0.9598751664161682,0.5,12.0
I have been to this Gallagher's 3 times.,I've been to the Gallagher's 3 times.,0.9834574460983276,0.5,5.0
"Pretty good for lunches, especially if you are hungry.","Pretty good for lunch, especially when you're hungry.",0.9786110520362854,0.4166666666666667,8.0
Had a really bad experience.,Had a really bad experience with it.,0.8361199498176575,0.5,8.0
What a horrible experience!!!!,What was your horrible experience?,0.757364809513092,0.2857142857142857,11.0
It's a sports bar type of place.\nThe service has always been good to me here.,It's a sports bar type of place.,0.8137357831001282,0.375,46.0
Gallaghers has never really been considered a nice bar...,Gallaghers is never considered a nice bar...,0.9812939167022704,0.6,14.0
"The only good thing about this place (other than it is walking distance to a resort that I frequent) are the waitresses and bartenders, who are cute and friendly.",The only good thing about this place (other than it is walking distance to a resort that I frequent) are the waitresses and bartenders who are cute and friendly.,0.9982930421829224,0.925925925925926,1.0
Normally I love this place but today management failed.,"Normally I love this place, but management failed today.",0.9810487031936646,0.5,13.0
I love these guys!,I really love these guys.,0.8770812749862671,0.5,8.0
Very standard/typical Chinese fare.,What is typical Chinese fare?,0.9375095963478088,0.125,14.0
The food is so yummy !,The food is very yummy!,0.9517831206321716,0.375,5.0
Not great but I ate it.,"Not great, but I ate it anyway.",0.9513254761695862,0.4444444444444444,8.0
"real chinese food, excellent price",Real Chinese food at excellent price.,0.9679675102233888,0.375,6.0
Good Ol' fashioned Chinese food like you are used to.,Old-fashioned Chinese food like you are used to?,0.9123207330703736,0.5,8.0
"Yes, I remember the Chinese food of my childhood.\nIt was the \""best of the best\"".\nNo, I don't expect to ever encounter it again.\nSuper Dragon comes close.\nThe service is great.\nThings have a tendency to come out of the kitchen too fast.\nSo, give your server, your order in stages.\nPrices are very reasonable.\n\nIf you're a Tightwad ... you'll be able to relax here !","\nSuper Dragon comes close to the best Chinese food of my childhood.\n\nIf you're a tightwad, you'll be able to relax here!",0.7827444672584534,0.2456140350877192,271.0
"Good little neighborhood restaurant, we frequent it often for takeout and eat there every Christmas with my Jewish family.",We often eat takeout and eat with my Jewish family every Christmas. Good little restaurant.,0.882630467414856,0.5,86.0
"very good chinese food, need to know what to order",What is the best Chinese food to order?,0.9171538352966307,0.2142857142857142,32.0
Food was very good.best I have had in the valley so far.,"The food was very good, the best I have ever had in the valley.",0.9557106494903564,0.5,23.0
Good food.\nGood service.\nSeems to be my local go to Chinese restaurant.,Seems to be my local go-to Chinese restaurant. Good food. Good service.,0.8446933031082153,0.5,53.0
Too bad that my first review on Yelp is a negative one :( .,Why is my first review on Yelp a negative one?,0.8973409533500671,0.5,19.0
Love this restaurant!!,Love this restaurant so much!,0.9680707454681396,0.3333333333333333,8.0
This place was excellent.,This place was very good.,0.9334044456481934,0.5,9.0
I quite like their pizza.,I like their pizza very much.,0.9625275731086732,0.375,16.0
Some of the best pizza I know of in Phoenix - and now they deliver.,Some of the best pizza shops in Phoenix?,0.8653063178062439,0.375,32.0
"We've had takeout and delivery, and it's good pizza!","We've had takeout and delivery pizza, and it's good!",0.9750828146934508,0.4545454545454545,12.0
The best pizza I have had in a long time.,What is the best pizza you have ever eaten?,0.8686400055885315,0.2666666666666666,29.0
"Literally, the best pizza in the whole Phoenix Metro area.",What is the best pizza in the Phoenix metro area?,0.8840615749359131,0.5,17.0
"A \""neighborhood joint\"" that's closed on Sundays during football season??",A ``neighborhood joint '' that's closed on Sundays during football season?,0.9548019170761108,0.5,6.0
Stumpy's has been our go-to place for years.,"For years, Stumpy's has been the go-to place.",0.9736493825912476,0.4545454545454545,24.0
This place is the bomb.,This is the bomb place.,0.9620497226715088,0.4285714285714285,12.0
Had cheese and sausage with onion pizza.,"Had cheese, sausage, and onion pizza.",0.9652341604232788,0.4444444444444444,9.0
Coming into this place I wasn't too impressed.,I wasn't too impressed when I came into this place.,0.9318468570709229,0.4166666666666667,38.0
Great Pizza for the money.,What is the best pizza for money?,0.7504380345344543,0.3333333333333333,20.0
